,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Hand,Education,Only child,Home Town Type,Home Type
356,5,4,3,4,2,2,2,3,5,3,4,3,3,2,4,4,2,1,1,5,2,4,5,3,4,3,3,4,4,5,5,2,3,2,3,4,4,3,3,2,4,2,2,2,2,2,3,2,1,2,2,1,1,4,5,1,3,2,4,1,5,3,1,3,2,2,3,1,5,2,2,4,3,current smoker,drink a lot,2,3,1,2,2,3,2,4,4,2,4,5,3,2,2,5,2,4,1,2,2,2,3,2,2,5,2,3,3,4,1,4,early,sometimes,2,3,3,4,3,4,4,3,2,4,4,2,3,1,4,4,3,4,2,3,4,3,2,few hours a day,2,3,2,4,3,2,2,20,177,75,3,male,right,secondary school,no,village,house/bungalow
357,5,4,2,1,1,1,1,2,2,3,3,5,1,1,1,2,1,2,1,5,1,5,5,2,3,3,2,2,3,2,4,2,3,3,2,3,5,5,3,2,1,1,2,2,3,1,2,1,1,1,1,1,1,5,5,1,1,3,4,1,5,5,4,1,1,1,1,2,1,2,1,1,2,former smoker,drink a lot,4,3,2,2,2,4,1,3,3,3,4,3,2,1,4,3,5,4,1,3,2,1,3,4,1,4,1,3,1,3,1,3,late,sometimes,3,5,2,3,4,3,3,3,4,3,2,3,3,1,4,5,2,4,3,3,5,4,3,few hours a day,2,4,4,3,3,3,3,19,189,83,1,male,left,secondary school,no,city,block of flats
358,5,4,3,4,3,3,4,2,2,1,1,2,5,4,4,4,4,1,2,4,2,3,3,2,4,1,5,1,5,3,2,3,4,2,2,2,3,2,1,4,5,2,4,2,3,1,2,3,2,4,5,5,1,2,5,3,2,2,4,4,4,5,3,3,2,2,2,5,3,2,1,5,2,tried smoking,social drinker,4,2,2,4,3,3,2,3,4,3,5,3,2,2,3,2,3,3,1,4,3,1,3,3,4,3,3,1,3,4,3,4,early,only to avoid hurting someone,4,4,3,3,4,4,4,5,3,3,4,3,3,3,4,5,3,4,3,2,5,3,3,few hours a day,3,4,2,5,4,2,3,21,168,53,1,female,right,college/bachelor degree,no,village,house/bungalow
359,5,3,5,3,3,4,4,4,4,3,2,4,4,4,3,3,3,2,4,4,2,3,4,4,4,4,4,3,4,4,4,3,4,2,3,5,3,5,3,3,1,3,3,4,2,3,5,3,1,5,5,1,1,5,5,1,1,3,5,5,5,5,5,1,3,1,1,1,2,1,5,2,1,never smoked,social drinker,3,3,3,3,5,5,1,4,4,2,5,3,2,2,2,2,5,5,1,4,3,5,5,5,2,3,3,2,1,4,2,4,on time,sometimes,3,4,2,3,3,3,3,3,3,1,5,3,3,1,5,5,3,4,3,3,5,3,2,less than an hour a day,3,2,4,4,4,4,5,22,176,70,1,male,right,college/bachelor degree,yes,village,house/bungalow
360,5,3,3,1,2,3,2,3,3,1,1,4,4,4,3,3,2,1,1,5,3,3,5,4,4,2,4,4,3,3,4,2,3,1,4,5,4,5,3,3,3,2,3,5,3,2,5,3,1,5,1,2,1,2,4,1,1,3,5,4,5,5,4,2,1,2,1,2,1,2,2,4,2,tried smoking,social drinker,3,1,3,3,3,3,1,4,5,1,5,5,2,3,3,1,2,5,1,5,1,4,5,4,3,4,4,4,1,3,2,3,early,only to avoid hurting someone,3,5,4,3,3,4,4,5,2,2,1,3,4,3,4,4,4,4,5,3,3,4,4,few hours a day,4,3,4,4,3,4,4,19,185,75,2,male,right,secondary school,no,city,block of flats
361,5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,4,3,5,5,3,3,3,4,4,3,2,4,2,1,4,5,3,5,5,2,1,1,3,2,3,2,1,4,2,1,2,2,1,1,5,5,3,3,2,4,3,5,5,4,1,1,1,1,1,1,1,2,2,3,never smoked,drink a lot,3,3,3,1,3,3,1,4,4,2,3,3,3,3,2,5,4,4,1,3,3,2,3,3,3,4,3,3,3,3,1,3,on time,sometimes,3,4,2,3,3,3,3,2,4,2,3,4,3,1,4,5,5,3,3,3,4,3,2,most of the day,4,3,4,3,3,3,3,20,178,74,0,male,right,secondary school,yes,village,block of flats
362,5,3,1,5,5,2,2,3,5,1,1,1,2,1,5,3,2,1,2,5,3,4,5,3,3,5,5,5,5,4,4,3,2,1,1,1,4,3,1,1,1,2,2,3,1,3,3,2,2,4,1,5,2,2,1,1,3,3,2,3,4,1,2,2,3,3,3,4,4,4,3,5,1,never smoked,social drinker,2,3,2,3,2,2,2,4,4,3,4,2,3,2,3,2,3,3,1,3,2,3,2,4,3,3,3,2,4,3,1,3,on time,sometimes,3,5,2,3,3,2,1,4,3,1,4,4,3,3,3,3,3,3,2,4,3,3,1,few hours a day,4,3,2,2,2,2,2,22,178,66,0,male,right,college/bachelor degree,yes,city,block of flats
363,5,4,4,3,3,3,4,4,5,5,3,1,2,3,3,4,2,1,2,5,5,4,5,1,4,4,1,4,3,5,5,3,4,3,4,1,5,4,2,1,1,1,2,4,1,1,3,4,4,5,1,2,1,5,1,3,3,5,2,4,5,3,1,1,1,3,1,2,1,1,1,3,3,former smoker,drink a lot,3,2,1,1,1,1,1,2,5,5,3,5,4,5,1,5,5,5,1,3,1,1,4,3,3,5,1,5,3,4,1,3,late,everytime it suits me,1,5,5,1,4,3,5,1,4,1,4,4,5,1,3,2,5,2,1,5,1,2,4,most of the day,5,4,5,5,1,5,1,19,187,69,1,male,right,secondary school,no,city,block of flats
364,5,4,4,2,2,3,2,5,4,1,2,4,3,3,2,2,5,4,4,4,1,2,5,3,3,2,5,5,5,1,4,3,4,3,1,2,3,1,1,5,5,5,2,4,5,1,1,2,3,4,4,1,1,3,5,1,3,4,2,2,5,1,5,2,1,5,2,2,1,1,3,2,3,former smoker,social drinker,3,2,2,1,3,4,5,4,5,3,3,3,1,1,3,1,3,4,1,4,1,3,4,3,4,5,4,1,5,4,2,4,on time,only to avoid hurting someone,2,4,4,5,4,3,3,2,5,4,4,4,5,3,3,5,1,3,4,2,4,4,4,less than an hour a day,4,5,4,3,4,1,4,18,171,62,1,female,right,secondary school,no,city,block of flats
365,5,4,4,3,1,2,1,1,2,2,1,4,4,2,2,2,2,4,1,4,3,3,4,2,3,5,2,2,4,2,4,4,2,2,2,2,4,3,2,1,2,1,3,4,2,3,3,5,1,3,1,1,1,3,5,5,1,2,2,1,5,4,2,1,1,1,2,1,3,1,5,2,4,tried smoking,drink a lot,3,2,1,1,2,3,2,2,4,1,3,3,2,5,2,5,4,3,3,4,2,2,3,3,2,5,5,4,3,3,1,3,late,only to avoid hurting someone,2,3,4,2,4,3,3,4,2,5,5,2,5,2,4,3,4,3,1,5,4,3,3,few hours a day,1,1,2,5,3,4,5,19,185,74,1,male,right,primary school,no,city,block of flats
366,5,3,3,1,2,2,2,4,2,1,1,4,4,2,2,2,4,2,1,5,2,3,5,5,3,2,3,3,4,2,3,4,3,3,3,2,5,3,2,2,2,3,3,5,3,3,2,3,3,4,4,1,1,4,4,3,3,5,3,3,5,3,3,4,2,5,2,5,5,4,3,4,1,former smoker,social drinker,3,3,3,3,3,2,1,2,3,3,3,3,2,2,2,1,3,5,5,5,3,3,4,2,3,5,4,2,4,4,4,3,on time,sometimes,3,4,3,5,4,3,1,4,3,4,4,2,3,5,4,4,2,4,3,1,4,3,3,less than an hour a day,3,3,3,3,3,3,3,23,174,62,1,female,right,masters degree,no,city,block of flats
367,5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,5,3,5,5,4,1,1,5,5,4,1,1,3,4,1,1,1,5,2,1,4,4,2,1,3,4,3,2,3,3,4,3,5,3,3,1,1,4,5,3,3,5,2,4,3,4,5,1,1,1,3,2,4,5,tried smoking,drink a lot,3,3,2,1,2,3,5,3,4,3,5,5,1,5,3,1,5,3,3,5,3,5,5,4,4,4,3,5,5,3,1,3,late,sometimes,1,4,5,4,4,3,1,4,4,4,3,4,4,4,3,4,1,3,2,4,3,3,3,few hours a day,1,5,1,4,5,1,3,20,157,57,0,female,right,secondary school,yes,city,block of flats
368,5,3,4,2,2,3,3,4,3,1,2,3,3,3,3,3,4,4,3,5,1,2,5,4,3,3,4,4,3,2,4,2,3,4,1,1,4,2,3,2,1,3,4,4,2,3,2,2,2,4,3,1,1,3,4,1,2,4,3,4,5,4,5,1,1,1,3,2,3,1,3,1,2,tried smoking,social drinker,3,4,3,2,2,3,1,4,3,5,3,2,1,5,3,3,3,3,1,3,1,2,2,5,1,5,4,3,2,4,1,4,late,only to avoid hurting someone,2,2,3,4,4,3,2,3,4,5,4,3,1,3,4,4,4,3,5,5,3,3,2,few hours a day,3,4,3,3,4,3,5,18,165,57,2,female,right,secondary school,no,city,house/bungalow
369,5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,5,2,5,5,2,5,3,4,4,5,1,5,2,3,2,5,5,5,4,2,1,1,1,2,3,3,3,5,1,3,2,1,1,1,5,5,1,1,1,5,1,5,4,1,1,2,1,3,1,3,1,1,4,3,tried smoking,social drinker,5,1,1,1,1,3,3,5,4,3,2,4,2,1,5,5,3,4,1,2,4,5,5,5,4,5,5,4,4,3,1,1,on time,only to avoid hurting someone,3,5,2,1,1,3,3,5,3,1,1,3,3,1,2,1,4,2,2,2,5,3,1,most of the day,3,2,4,2,1,4,5,20,185,85,2,male,right,secondary school,no,city,house/bungalow
370,5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,4,1,2,3,2,2,3,4,4,4,2,2,5,3,5,1,1,5,2,2,3,1,1,3,4,2,5,2,1,1,1,1,1,1,5,1,1,2,2,2,1,4,1,3,1,1,2,2,1,1,1,3,1,3,never smoked,social drinker,2,5,3,3,2,5,2,4,5,2,5,4,2,1,4,5,4,4,1,5,2,2,2,5,3,1,3,4,1,3,3,3,late,only to avoid hurting someone,2,3,4,4,2,2,4,3,2,2,2,4,3,3,4,2,4,4,3,3,2,3,4,few hours a day,3,2,4,3,2,3,2,20,180,68,1,male,right,secondary school,no,city,block of flats
371,5,3,3,5,2,3,3,5,2,1,1,1,1,1,1,4,3,1,1,4,1,1,5,3,3,1,3,1,5,1,5,5,5,2,3,4,5,2,4,3,3,2,4,4,4,3,1,3,5,4,5,2,1,1,1,1,2,2,4,3,3,4,2,1,2,3,3,3,1,2,2,4,2,former smoker,social drinker,1,4,4,5,5,2,4,4,3,5,5,2,1,1,2,3,3,4,4,5,1,1,5,4,3,5,2,1,4,3,3,3,late,only to avoid hurting someone,3,5,4,2,3,4,1,3,4,3,1,2,3,3,4,4,1,3,3,5,3,2,2,most of the day,4,4,1,4,2,1,4,28,172,50,2,female,right,secondary school,no,city,block of flats
372,5,4,2,5,4,5,2,2,5,4,3,1,2,3,5,5,2,1,1,5,2,1,4,4,3,4,5,5,5,2,3,5,5,5,3,4,5,5,5,2,2,1,5,4,1,2,3,4,4,5,2,1,2,5,3,2,1,2,4,1,5,3,1,1,1,1,3,2,5,1,1,1,2,never smoked,social drinker,2,3,1,1,5,5,5,3,3,2,5,2,1,1,4,4,5,5,1,5,1,2,5,4,4,2,3,1,3,3,2,3,early,only to avoid hurting someone,4,5,3,1,4,4,5,5,5,1,4,2,3,2,5,3,3,3,3,4,5,1,3,few hours a day,3,4,3,2,1,2,5,22,189,68,1,male,right,secondary school,no,village,house/bungalow
373,5,3,4,2,1,3,3,4,4,2,1,2,4,5,3,3,4,4,2,5,4,3,5,4,2,2,5,5,5,1,3,5,3,3,1,1,5,2,3,1,1,4,4,5,1,2,1,3,1,4,5,2,3,5,3,2,3,5,3,5,5,3,1,4,1,1,2,2,2,1,4,1,1,former smoker,drink a lot,4,3,2,3,3,2,1,3,5,5,5,4,3,2,3,5,3,5,1,5,2,2,5,5,2,5,3,5,2,3,1,3,on time,sometimes,4,4,2,5,5,3,4,4,3,3,3,2,5,4,3,4,3,3,2,5,5,4,3,few hours a day,2,4,2,3,5,1,4,19,170,65,0,female,right,secondary school,yes,city,block of flats
374,5,3,3,1,2,2,2,3,5,2,3,2,2,3,5,5,3,3,2,5,3,3,4,3,3,3,3,3,3,1,3,3,4,2,3,2,5,4,3,3,2,4,3,5,2,2,3,2,2,4,2,2,2,5,5,1,1,3,4,4,5,5,1,1,1,1,2,1,1,1,2,2,1,former smoker,social drinker,4,3,1,2,4,3,2,4,4,4,2,4,2,4,4,5,3,4,1,4,1,3,5,3,4,3,4,4,5,3,3,2,late,sometimes,2,4,2,4,3,3,5,3,3,2,4,3,3,2,3,5,2,4,3,4,4,3,2,few hours a day,3,4,4,5,4,4,3,21,184,82,3,male,right,college/bachelor degree,no,city,block of flats
375,5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,5,4,4,5,5,5,5,5,5,3,2,5,3,5,4,3,2,5,1,5,3,2,1,3,4,2,1,5,3,5,5,3,3,4,4,4,3,3,5,5,2,5,5,5,1,1,3,1,1,3,1,1,1,1,current smoker,drink a lot,1,5,2,1,1,1,5,5,5,1,5,3,5,2,3,1,1,5,1,5,5,5,5,5,3,5,5,1,5,5,3,5,on time,sometimes,5,5,2,5,5,4,3,3,4,3,5,5,5,1,5,5,5,5,3,5,5,3,5,few hours a day,1,5,5,5,5,5,5,17,175,60,2,male,right,secondary school,no,village,house/bungalow
376,5,5,2,1,1,1,2,4,2,2,1,5,3,1,1,1,3,5,1,5,5,5,5,3,1,3,3,3,2,1,5,3,5,3,1,1,5,2,1,1,1,1,2,5,1,5,5,2,2,1,1,3,1,5,5,1,5,5,1,2,5,5,5,1,2,5,1,5,3,3,5,1,1,current smoker,drink a lot,3,5,3,3,1,2,5,2,3,5,3,5,2,5,2,3,1,5,2,5,2,2,5,3,1,5,4,5,4,3,1,5,on time,sometimes,1,4,2,5,5,4,3,1,3,5,5,3,3,3,4,5,5,3,1,5,5,3,1,few hours a day,1,5,5,5,5,5,4,19,168,57,1,female,right,college/bachelor degree,no,city,block of flats
377,5,3,3,2,1,4,3,3,4,1,3,3,3,1,3,5,1,2,3,5,2,4,3,4,1,4,2,4,4,2,3,4,5,5,2,4,5,3,3,2,2,1,5,5,3,3,4,2,3,5,1,4,1,5,4,1,1,3,5,5,5,5,1,3,1,3,2,2,3,1,5,3,3,tried smoking,drink a lot,3,5,3,5,4,4,5,3,3,1,3,4,3,3,4,5,2,3,2,4,1,2,4,3,2,5,4,3,5,3,2,4,late,sometimes,4,1,2,4,2,3,3,5,3,4,4,5,3,1,3,4,3,4,4,5,5,3,2,few hours a day,3,2,2,4,1,3,2,25,190,82,3,male,right,masters degree,no,city,block of flats
378,5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,5,3,4,5,4,4,3,5,5,2,1,4,4,2,2,1,1,4,4,2,5,5,2,4,2,5,3,2,2,3,3,1,1,1,3,1,2,3,4,2,2,5,2,5,4,3,3,3,5,5,5,2,5,2,tried smoking,social drinker,3,3,4,2,3,2,1,3,3,2,5,3,1,1,4,2,4,2,1,3,1,4,5,5,1,5,5,3,5,3,2,5,on time,sometimes,3,2,3,4,4,4,4,5,4,5,3,4,5,5,4,4,2,3,3,4,4,3,3,few hours a day,4,4,1,1,1,1,3,20,170,52,1,female,right,secondary school,no,village,house/bungalow
379,5,3,3,2,2,5,1,4,5,4,1,1,1,1,3,4,1,1,4,5,2,5,2,1,5,5,2,1,5,4,3,5,4,5,1,5,5,5,2,4,4,2,4,4,5,5,3,4,2,1,1,5,4,3,4,2,3,5,5,4,3,4,1,1,2,2,4,4,5,5,4,4,1,current smoker,social drinker,3,5,1,3,3,5,4,5,4,4,2,3,3,5,4,5,5,5,3,4,1,2,5,4,5,3,4,2,4,2,4,1,on time,everytime it suits me,2,2,3,3,3,3,3,5,5,4,4,2,2,1,4,2,3,3,2,2,3,3,2,most of the day,1,4,4,4,3,3,3,26,194,85,2,male,right,college/bachelor degree,no,city,block of flats
380,5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,5,3,3,5,5,3,2,5,5,3,2,4,2,2,2,1,1,4,3,2,5,5,3,1,3,3,1,2,1,2,2,2,1,1,2,1,2,3,5,3,2,5,3,3,1,2,1,1,3,4,3,1,2,2,tried smoking,social drinker,4,2,2,3,2,3,3,3,3,2,5,4,2,4,3,2,4,5,3,5,3,4,4,4,1,5,5,2,5,4,2,5,early,sometimes,2,3,2,5,5,3,4,4,3,3,4,4,3,5,5,4,3,3,3,4,3,4,3,few hours a day,2,5,4,4,5,3,3,20,175,53,2,female,right,secondary school,no,city,block of flats
381,5,4,2,3,1,4,5,2,5,4,3,2,2,2,4,5,3,1,3,5,1,4,1,2,4,4,4,4,4,1,3,3,1,2,1,1,3,1,1,5,5,3,3,2,5,1,2,3,1,3,1,1,1,1,3,3,1,4,5,4,5,4,5,1,1,1,4,1,1,2,4,5,3,former smoker,drink a lot,4,3,3,4,5,3,5,3,5,3,1,2,2,1,3,5,2,2,1,1,3,1,5,5,5,1,2,4,4,3,3,5,on time,sometimes,3,4,4,4,4,3,3,4,4,4,4,4,1,1,2,4,4,3,5,3,2,4,1,few hours a day,1,4,4,5,4,5,4,21,175,75,2,male,right,masters degree,yes,city,house/bungalow
382,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,5,5,5,3,5,5,5,5,4,5,5,3,3,1,1,1,5,3,2,2,1,1,1,1,1,1,5,3,1,3,2,1,2,3,3,1,2,5,5,5,5,5,1,5,3,1,3,3,3,3,3,5,3,former smoker,social drinker,3,3,1,2,1,5,1,5,3,3,5,5,2,5,5,3,5,5,3,5,4,5,5,1,4,5,4,5,1,3,3,1,early,sometimes,3,2,3,5,5,3,5,5,5,5,3,3,3,3,4,4,5,4,1,5,1,5,1,most of the day,3,1,1,2,1,1,3,20,176,70,3,male,right,secondary school,no,village,block of flats
383,5,3,3,2,2,5,5,4,5,3,3,2,5,5,5,4,5,1,5,5,5,5,5,3,5,5,3,5,3,2,4,3,2,3,4,4,5,5,3,2,2,2,4,5,3,2,5,5,4,5,3,5,2,5,5,3,1,3,5,5,5,5,2,1,1,1,1,1,2,1,2,5,1,tried smoking,social drinker,4,3,5,5,4,5,4,5,5,2,5,4,2,1,4,5,4,5,3,4,4,2,4,5,3,4,4,1,4,3,4,4,on time,sometimes,4,4,2,3,3,1,3,4,3,1,4,2,4,4,5,4,2,3,4,1,5,4,3,few hours a day,4,4,2,4,2,3,5,27,178,77,3,male,right,masters degree,no,village,house/bungalow
384,5,4,1,4,2,5,3,1,4,5,2,2,2,1,4,3,1,1,5,5,3,5,5,2,2,4,4,4,5,3,4,5,3,5,1,1,3,3,1,2,1,5,5,5,2,2,1,4,4,3,1,5,4,5,5,2,1,1,2,5,5,5,4,1,1,2,3,1,1,1,1,4,1,current smoker,social drinker,2,5,2,1,2,2,1,4,4,1,5,5,1,1,3,5,5,5,1,4,1,1,5,5,1,5,2,2,1,3,2,3,early,sometimes,5,5,1,1,4,2,3,4,2,1,3,1,3,1,4,4,3,3,4,4,5,4,3,few hours a day,3,2,1,3,1,1,4,21,203,80,2,male,left,secondary school,no,village,house/bungalow
385,5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,5,1,3,4,3,5,3,5,5,4,2,4,3,4,4,3,1,4,2,2,3,1,5,2,5,2,3,1,3,3,5,5,5,3,4,2,2,2,4,3,1,4,3,5,1,1,4,3,5,4,4,1,4,4,tried smoking,social drinker,4,5,2,1,1,2,4,3,4,3,3,3,3,2,2,5,5,4,3,1,3,2,5,3,5,4,2,5,5,4,2,3,on time,only to avoid hurting someone,3,3,5,5,3,3,5,4,3,4,4,5,5,4,4,4,4,3,1,1,3,3,3,few hours a day,1,5,5,4,4,2,4,17,163,49,3,female,left,primary school,yes,village,house/bungalow
386,3,3,4,4,2,2,2,3,2,1,1,3,1,1,1,3,2,3,2,4,2,2,5,5,3,2,4,3,2,3,4,2,4,4,3,1,3,2,3,2,2,1,2,4,2,4,3,1,3,4,5,4,2,4,3,1,1,5,2,3,5,5,5,1,4,4,3,5,4,4,5,4,3,never smoked,social drinker,2,3,4,5,3,4,5,4,4,3,4,2,3,5,4,1,5,4,3,5,2,2,5,4,3,5,4,5,5,4,2,3,early,sometimes,1,4,4,5,3,3,1,2,3,4,3,4,5,4,3,3,3,3,2,3,2,3,3,few hours a day,2,5,3,2,4,2,2,18,170,53,1,female,right,secondary school,yes,village,house/bungalow
387,4,3,3,4,2,3,4,3,3,2,2,3,1,2,3,2,3,3,1,4,1,2,4,4,2,3,3,2,4,2,4,2,5,3,5,3,4,4,4,3,2,2,3,3,3,3,5,3,4,5,4,3,2,4,5,2,3,3,4,2,4,3,3,3,2,2,3,2,3,2,2,3,3,tried smoking,social drinker,4,2,4,4,3,4,4,5,4,3,3,3,2,2,3,4,3,4,2,4,2,3,4,3,3,4,3,3,5,4,3,2,on time,sometimes,3,3,3,4,4,3,4,5,4,2,3,4,3,2,4,4,1,4,4,3,4,3,3,few hours a day,3,4,4,2,3,2,3,19,178,65,0,male,right,college/bachelor degree,yes,village,house/bungalow
388,5,5,5,3,1,1,2,5,1,1,2,4,5,3,1,2,4,2,1,4,2,4,5,5,1,2,4,2,4,2,5,1,2,1,1,1,4,1,4,1,1,3,4,4,1,1,1,3,2,5,2,1,1,3,2,2,5,5,1,1,5,2,3,1,4,4,5,1,5,1,3,5,5,former smoker,social drinker,3,1,1,2,1,5,5,5,5,5,5,1,1,2,5,1,5,5,1,3,1,4,5,5,4,5,2,5,5,4,3,2,early,sometimes,1,2,3,2,3,4,1,5,1,4,3,5,5,5,4,1,1,4,5,1,2,2,5,few hours a day,1,5,1,3,5,2,5,21,167,63,1,female,right,college/bachelor degree,yes,village,house/bungalow
389,5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,5,3,4,5,5,5,2,3,3,4,3,5,5,4,1,1,1,5,4,3,2,1,3,4,5,1,2,1,3,1,4,3,3,4,3,1,1,1,5,3,4,5,5,5,1,3,5,5,5,5,4,5,4,5,tried smoking,social drinker,3,1,4,5,3,3,1,3,4,2,5,4,1,2,3,3,4,5,1,5,1,4,5,4,3,2,5,4,3,3,4,5,early,sometimes,2,4,3,4,5,4,3,4,4,3,4,5,3,4,4,3,1,4,5,4,3,4,2,few hours a day,4,3,4,3,3,3,3,20,170,55,2,female,right,college/bachelor degree,no,city,block of flats
390,5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,5,4,5,5,5,2,1,3,3,1,1,2,1,1,1,1,1,5,2,2,1,1,1,5,2,1,1,2,1,1,4,2,1,1,3,2,1,4,3,1,3,5,1,2,1,3,3,2,1,5,3,5,4,3,current smoker,social drinker,2,3,2,5,2,2,4,4,3,1,5,3,1,3,1,2,4,2,1,3,1,5,5,5,5,5,5,5,3,3,2,5,late,only to avoid hurting someone,3,1,4,3,1,1,1,3,4,4,3,5,3,5,3,4,1,3,5,4,3,3,3,most of the day,3,3,2,4,3,2,2,20,173,55,1,female,right,secondary school,yes,village,house/bungalow
391,5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,4,3,4,5,2,5,5,4,4,4,3,4,4,4,4,2,3,4,4,2,3,1,3,5,4,2,2,2,3,4,5,2,3,2,5,5,3,2,2,3,4,4,2,3,3,1,2,2,2,1,1,3,2,3,tried smoking,never,4,4,3,5,4,4,4,5,5,3,5,3,1,4,5,5,5,4,1,5,3,3,5,5,3,2,4,2,5,4,4,3,early,only to avoid hurting someone,3,2,4,3,5,3,1,5,3,4,4,3,5,2,4,4,3,3,5,2,3,4,2,less than an hour a day,5,1,3,1,1,3,4,20,185,86,1,male,right,secondary school,no,city,block of flats
392,5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,5,1,5,5,3,5,5,5,5,5,1,5,3,1,5,2,2,3,3,5,1,1,1,1,5,1,1,4,1,1,1,1,1,1,3,5,1,1,3,5,1,5,5,3,1,1,1,1,5,5,5,1,2,1,tried smoking,social drinker,3,5,4,3,2,3,2,2,5,5,3,2,1,2,5,1,1,2,1,2,1,2,5,3,2,5,3,3,3,3,1,4,on time,sometimes,1,4,3,4,4,2,3,2,5,3,5,5,1,2,4,5,3,3,4,2,5,4,1,less than an hour a day,4,4,4,5,3,4,5,20,180,75,2,male,right,college/bachelor degree,no,village,house/bungalow
393,5,3,3,2,2,2,3,2,2,1,1,4,3,1,2,1,3,2,1,5,1,2,5,5,2,4,3,3,2,3,5,4,4,2,3,1,5,2,3,1,1,5,1,2,1,1,1,3,3,4,5,5,3,5,1,3,2,1,2,5,4,1,4,2,1,2,4,3,5,2,1,2,5,never smoked,social drinker,3,3,4,3,1,4,3,4,2,1,1,3,4,2,5,4,3,5,3,5,2,5,5,4,3,3,2,3,2,4,1,3,on time,everytime it suits me,4,3,2,4,3,3,4,3,2,2,5,5,5,4,3,3,4,3,1,4,3,4,5,less than an hour a day,3,2,3,2,2,2,3,19,175,76,1,female,right,secondary school,no,village,house/bungalow
394,5,4,5,2,1,2,1,5,3,1,1,3,1,1,1,3,3,3,1,5,2,3,5,5,1,1,2,4,5,1,3,1,1,1,1,1,5,4,3,2,1,2,5,5,2,1,2,1,1,5,4,2,1,5,2,2,5,5,1,1,5,2,1,2,5,3,3,3,5,4,4,5,3,tried smoking,social drinker,3,2,2,5,1,3,1,4,4,5,3,5,2,1,3,2,2,4,1,5,1,2,5,1,4,5,4,4,2,4,2,4,late,sometimes,2,4,2,4,2,3,3,4,3,3,5,4,3,3,4,3,3,4,3,3,2,4,2,most of the day,3,4,2,2,3,2,2,23,172,64,1,female,right,college/bachelor degree,no,city,block of flats
395,5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,5,2,2,5,5,4,3,4,4,4,2,3,4,5,4,3,4,4,3,2,3,2,2,3,4,3,5,2,2,2,3,4,5,2,5,5,3,2,4,2,3,5,3,5,4,2,3,1,2,3,2,1,3,2,tried smoking,social drinker,3,3,3,1,1,3,3,3,3,3,4,3,1,1,3,5,3,3,1,5,4,4,4,5,3,2,3,3,3,3,4,5,on time,sometimes,3,4,2,3,4,3,3,4,4,2,4,2,3,3,4,4,1,4,5,3,4,3,4,few hours a day,3,3,2,3,2,3,2,20,165,48,1,female,right,college/bachelor degree,no,city,house/bungalow
